慢熊 slow_bear — avg_r > 0 的全部 688 条

    #  策略                        币种             周期    方向     笔数    avg_r     胜率    total_r
  ───  ───────────────────────── ──────────── ──── ───── ────── ──────── ────── ──────────
  518  ulcer                     DOT            1h     S     74  +0.0095  39.2%      +0.70
  519  smc                       LINK           1h     L     70  +0.0094  41.4%      +0.66
  520  keltner                   ADA           15m     L    164  +0.0092  33.5%      +1.50
  521  cmo                       XRP           15m     L     33  +0.0091  57.6%      +0.30
  522  candlestick               BTC            1h     S    363  +0.0091  34.4%      +3.31
  523  smc                       ADA           15m     S    187  +0.0088  38.0%      +1.65
  524  adx                       BNB           15m     S    186  +0.0088  32.3%      +1.63
  525  awesomeoscillator         BNB_COIN       1h     S    120  +0.0087  30.0%      +1.05
  526  bbsqueeze                 BTC           15m     S    209  +0.0087  67.9%      +1.82
  527  vwap                      XRP            1h     S    492  +0.0087  23.2%      +4.28
  528  klinger                   ADA            1h     S    136  +0.0086  53.7%      +1.17
  529  vpt                       ETH_COIN      15m     L     97  +0.0085  35.1%      +0.82
  530  heikinashi                ETH            1h     S    498  +0.0084  31.3%      +4.20
  531  vpt                       BTC_COIN      15m     S    147  +0.0084  42.2%      +1.24
  532  vwap                      ADA            1h     S    324  +0.0084  28.1%      +2.71
  533  ma                        LINK           1h     L    111  +0.0083  33.3%      +0.92
  534  vpt                       ADA           15m     S    113  +0.0083  38.9%      +0.94
  535  tvi                       BNB_COIN       1h     S    265  +0.0082  27.9%      +2.17
  536  ichimoku                  LINK           1h     L    102  +0.0082  31.4%      +0.83
  537  pivotpoints               DOT           15m     S    179  +0.0080  37.4%      +1.43
  538  awesomeoscillator         ETH_COIN       1h     L     94  +0.0080  30.9%      +0.75
  539  vwap                      SOL            1h     S    185  +0.0079  28.1%      +1.47
  540  demandindexlong           XRP           15m     L     43  +0.0079  74.4%      +0.34
  541  aroon                     LINK          15m     S    301  +0.0079  62.8%      +2.36
  542  aroon                     DOT           15m     S    315  +0.0078  68.3%      +2.45
  543  demandindex               XRP            1h     S    302  +0.0078  36.1%      +2.35
  544  atrtrailingstop           ETH_COIN       5m     S     92  +0.0076  39.1%      +0.70
  545  ma                        TRX            1h     S    208  +0.0075  34.6%      +1.56
  546  atr                       BNB            1h     L    165  +0.0075  33.9%      +1.23
  547  keltner                   BNB_COIN       1h     S     57  +0.0073  45.6%      +0.42
  548  vwap                      BNB_COIN       1h     S    298  +0.0073  20.8%      +2.19
  549  pivotpoints               BTC_COIN      15m     S    242  +0.0073  29.3%      +1.76
  550  atr                       BTC            1h     L    164  +0.0072  32.9%      +1.18
  551  vpt                       SOL            5m     L    287  +0.0072  36.6%      +2.06
  552  aroon                     AVAX          15m     S    243  +0.0071  60.5%      +1.73
  553  donchian                  BTC            1h     L     92  +0.0070  34.8%      +0.65
  554  awesomeoscillator         BTC            1h     L    238  +0.0069  26.9%      +1.65
  555  pivotpoints               SOL           15m     L    170  +0.0069  32.4%      +1.17
  556  momentum                  XRP            1h     S    599  +0.0067  31.4%      +4.01
  557  ichimoku                  TRX            1h     S    213  +0.0065  34.3%      +1.39
  558  stddev                    TRX            1h     S    191  +0.0064  33.0%      +1.23
  559  ulcer                     AVAX          15m     S    188  +0.0064  37.2%      +1.20
  560  trix                      LINK          15m     S     48  +0.0064  62.5%      +0.31
  561  advancedkline             BTC            1h     S     48  +0.0063  68.8%      +0.30
  562  pivotpoints               BTC           15m     S    242  +0.0062  28.5%      +1.51
  563  parabolicsar              DOT            1h     S    337  +0.0061  26.7%      +2.07
  564  vroc                      ADA            1h     S    271  +0.0061  50.2%      +1.66
  565  cmo                       BNB_COIN       1m     S     44  +0.0061  40.9%      +0.27
  566  ccishort                  AVAX           5m     S     61  +0.0061  78.7%      +0.37
  567  rsidivergence             BTC            1h     S    114  +0.0060  50.0%      +0.69
  568  atrtrailingstop           BNB_COIN       1m     S    108  +0.0060  35.2%      +0.64
  569  klinger                   AVAX          15m     S    269  +0.0059  52.0%      +1.60
  570  awesomeoscillator         AVAX           1h     L     76  +0.0059  32.9%      +0.45
  571  marsi                     TRX            5m     L    282  +0.0059  48.6%      +1.66
  572  pivotpoints               ADA           15m     S    180  +0.0058  36.7%      +1.04
  573  stddev                    ADA            1h     S    134  +0.0058  32.1%      +0.77
  574  advancedkline             BTC_COIN      15m     S     30  +0.0056  76.7%      +0.17
  575  heikinashi                ETH_COIN       1h     S    302  +0.0055  30.5%      +1.67
  576  stddev                    AVAX           1h     L     62  +0.0054  33.9%      +0.34
  577  tvi                       XRP            1h     S    435  +0.0054  29.2%      +2.35
  578  donchian                  ETH_COIN      15m     S    180  +0.0053  33.9%      +0.96
  579  cmo                       SOL            1m     S     36  +0.0053  52.8%      +0.19
  580  vwap                      BNB            1h     S    493  +0.0053  21.5%      +2.61
  581  lstm                      LINK           1h     S    273  +0.0052  26.7%      +1.42
  582  trix                      XRP            5m     S    141  +0.0052  48.9%      +0.73
  583  cmo                       ETH            5m     L     80  +0.0051  51.2%      +0.41
  584  smc                       BTC_COIN      15m     S    251  +0.0051  29.9%      +1.27
  585  atrtrailingstop           BNB_COIN       5m     S     82  +0.0050  42.7%      +0.41
  586  klinger                   TRX            1h     L    208  +0.0050  52.4%      +1.03
  587  cmo                       BNB_COIN      15m     S     35  +0.0049  65.7%      +0.17
  588  marsi                     TRX           15m     L    113  +0.0049  46.0%      +0.55
  589  accumulationdistribution  BNB            1h     L     54  +0.0048  72.2%      +0.26
  590  cmf                       BNB            1h     L     54  +0.0048  72.2%      +0.26
  591  tvi                       ADA            1h     S    290  +0.0047  33.4%      +1.36
  592  elderray                  DOT            1h     S    316  +0.0046  34.2%      +1.45
  593  parabolicsar              AVAX           1h     S    283  +0.0046  26.1%      +1.29
  594  vpt                       AVAX           5m     S    256  +0.0044  41.0%      +1.13
  595  heikinashi                AVAX           1h     S    235  +0.0044  33.6%      +1.04
  596  rsidivergence             TRX           15m     L    221  +0.0043  51.6%      +0.96
  597  atr                       BTC            1h     S    164  +0.0043  34.1%      +0.70
  598  cmo                       DOT            1m     L     48  +0.0043  47.9%      +0.20
  599  aroon                     XRP            1h     S    163  +0.0042  63.2%      +0.68
  600  adx                       DOT           15m     S    167  +0.0042  36.5%      +0.70
  601  demandindexshort          ADA           15m     S     41  +0.0041  73.2%      +0.17
  602  cmo                       ADA            1m     L     55  +0.0041  50.9%      +0.22
  603  smc                       BTC           15m     S    257  +0.0039  28.4%      +1.01
  604  cmo                       BTC            5m     S     87  +0.0039  50.6%      +0.34
  605  vpt                       ETH            5m     S    324  +0.0039  30.2%      +1.27
  606  vpt                       BNB_COIN      15m     S    133  +0.0038  36.8%      +0.51
  607  vwap                      BNB            1h     L    502  +0.0038  21.3%      +1.92
  608  awesomeoscillator         TRX            1h     L    220  +0.0038  28.2%      +0.84
  609  tvi                       DOT            1h     S    197  +0.0038  28.4%      +0.75
  610  trix                      ADA            5m     S    133  +0.0037  45.9%      +0.49
  611  heikinashi                XRP            1h     S    570  +0.0037  35.1%      +2.11
  612  awesomeoscillator         BTC_COIN       1h     L    127  +0.0037  28.3%      +0.47
  613  cci                       AVAX          15m     S    209  +0.0037  66.5%      +0.76
  614  trix                      ETH_COIN       5m     S    124  +0.0036  43.5%      +0.45
  615  cmo                       TRX            1m     L     58  +0.0036  37.9%      +0.21
  616  lstm                      BNB_COIN       1h     S    292  +0.0035  18.8%      +1.04
  617  pivotpoints               LINK           1h     L     73  +0.0035  38.4%      +0.26
  618  donchian                  ETH           15m     S    175  +0.0035  32.6%      +0.61
  619  vpt                       BNB           15m     S    122  +0.0034  40.2%      +0.42
  620  elderray                  BTC_COIN       1h     S    409  +0.0033  25.9%      +1.36
  621  trix                      ADA           15m     L     52  +0.0033  51.9%      +0.17
  622  awesomeoscillator         SOL            1h     L     75  +0.0032  33.3%      +0.24
  623  tvi                       BNB            1h     L    450  +0.0031  28.2%      +1.38
  624  trix                      BNB_COIN       5m     S    152  +0.0030  38.8%      +0.45
  625  vroc                      ADA            1h     L    289  +0.0029  43.9%      +0.83
  626  bbsqueeze                 LINK          15m     L    167  +0.0028  64.7%      +0.48
  627  tvi                       ETH            1h     L    326  +0.0028  27.0%      +0.92
  628  aroon                     SOL           15m     L    254  +0.0028  61.8%      +0.71
  629  aroon                     BNB_COIN       1h     L    100  +0.0028  63.0%      +0.28
  630  lstm                      BNB            1h     S    479  +0.0028  20.0%      +1.32
  631  momentum                  BNB_COIN       1h     S    363  +0.0028  28.4%      +1.00
  632  elderray                  BTC            1h     S    733  +0.0027  25.6%      +1.95
  633  momentum                  BTC_COIN       1h     S    443  +0.0026  24.2%      +1.14
  634  momentum                  BTC            1h     S    791  +0.0025  23.0%      +2.01
  635  pivotpoints               LINK          15m     S    193  +0.0025  34.7%      +0.49
  636  lstm                      XRP            1h     S    473  +0.0025  21.8%      +1.19
  637  ma                        TRX            1h     L    211  +0.0025  37.9%      +0.52
  638  cci                       LINK          15m     S    274  +0.0025  67.2%      +0.68
  639  donchian                  BTC           15m     S    200  +0.0024  28.0%      +0.49
  640  bbsqueeze                 ADA           15m     L    155  +0.0024  61.9%      +0.38
  641  pivotpoints               SOL            1h     S     61  +0.0024  42.6%      +0.15
  642  awesomeoscillator         BTC            1h     S    236  +0.0024  25.4%      +0.57
  643  ulcer                     LINK           1h     L     76  +0.0022  36.8%      +0.17
  644  ulcer                     BTC_COIN       1h     L     87  +0.0022  26.4%      +0.19
  645  cmo                       BTC_COIN      15m     S     43  +0.0021  55.8%      +0.09
  646  ultimateoscillator        ETH            1h     S    555  +0.0021  32.3%      +1.16
  647  demandindexshort          BNB           15m     S     34  +0.0021  73.5%      +0.07
  648  atrtrailingstop           BNB            1m     S     72  +0.0020  38.9%      +0.15
  649  atr                       ETH            1h     L    116  +0.0020  34.5%      +0.23
  650  atrtrailingstop           DOT            1m     S     41  +0.0019  51.2%      +0.08
  651  cmo                       BNB            5m     L     77  +0.0018  55.8%      +0.14
  652  donchian                  XRP           15m     S    170  +0.0018  39.4%      +0.31
  653  cmo                       SOL            5m     L     74  +0.0018  59.5%      +0.13
  654  vroc                      TRX            1h     L    393  +0.0018  43.5%      +0.71
  655  ultimateoscillator        BNB_COIN       1h     S    379  +0.0018  32.2%      +0.67
  656  parabolicsar              XRP            1h     S    671  +0.0018  25.0%      +1.18
  657  demandindex               BTC            1h     L    375  +0.0018  26.4%      +0.66
  658  parabolicsar              BTC_COIN       1h     S    454  +0.0017  22.0%      +0.78
  659  tvi                       ETH_COIN       1h     L    190  +0.0017  31.1%      +0.33
  660  candlestick               AVAX           1h     L    139  +0.0017  35.3%      +0.23
  661  lstm                      ETH_COIN       1h     L    223  +0.0016  21.1%      +0.36
  662  vpt                       TRX            1h     L    123  +0.0015  41.5%      +0.18
  663  cci                       DOT            5m     S    857  +0.0014  65.7%      +1.22
  664  keltner                   DOT            1h     S     54  +0.0014  44.4%      +0.07
  665  smc                       LINK          15m     S    198  +0.0013  34.8%      +0.26
  666  smc                       LINK          15m     L    206  +0.0013  37.9%      +0.26
  667  bbsqueeze                 TRX           15m     L    223  +0.0011  63.7%      +0.25
  668  adx                       XRP           15m     S    183  +0.0011  37.2%      +0.21
  669  elderray                  ADA            1h     S    468  +0.0011  32.9%      +0.53
  670  ichimoku                  ADA           15m     L    351  +0.0011  33.0%      +0.38
  671  klinger                   BTC_COIN       1h     S    128  +0.0010  56.2%      +0.13
  672  cmo                       XRP            1m     L     51  +0.0010  51.0%      +0.05
  673  parabolicsar              BNB_COIN       1h     S    408  +0.0009  23.5%      +0.38
  674  stddev                    BTC_COIN       1h     L    112  +0.0008  25.9%      +0.09
  675  tvi                       TRX            1h     S    442  +0.0007  26.7%      +0.32
  676  vpt                       XRP           15m     S    166  +0.0007  38.0%      +0.11
  677  keltner                   AVAX           5m     S    354  +0.0005  34.7%      +0.19
  678  ultimateoscillator        DOT            1h     S    303  +0.0005  34.7%      +0.16
  679  heikinashi                DOT            1h     S    303  +0.0005  38.6%      +0.16
  680  marsi                     ADA            1h     S     44  +0.0005  59.1%      +0.02
  681  aroon                     DOT            5m     S    968  +0.0005  64.0%      +0.46
  682  bbsqueeze                 SOL            5m     S    371  +0.0004  63.3%      +0.15
  683  renko                     ADA            1h     S     39  +0.0004  59.0%      +0.01
  684  klinger                   BNB_COIN       1h     L     96  +0.0004  50.0%      +0.03
  685  marsi                     BTC_COIN       5m     S    277  +0.0002  39.0%      +0.07
  686  candlestick               ADA            1h     L    296  +0.0002  33.8%      +0.07
  687  tvi                       BTC            1h     L    535  +0.0001  23.0%      +0.07
  688  trix                      DOT            5m     S    130  +0.0001  44.6%      +0.02

--- 汇总 ---
  赚钱组合: 688 / 3370 (20.4%)
  做多 242 条 / 做空 446 条
  涉及策略 41 个: accumulationdistribution, advancedkline, adx, aroon, atr, atrtrailingstop, awesomeoscillator, bbsqueeze, candlestick, cci, ccilong, ccishort, cmf, cmo, demandindex, demandindexlong, demandindexshort, donchian, elderray, heikinashi, ichimoku, keltner, klinger, lstm, ma, marsi, momentum, parabolicsar, pivotpoints, proc, renko, rsidivergence, smc, stddev, trix, tvi, ulcer, ultimateoscillator, vpt, vroc, vwap
